,Unnamed: 0,latitude,longitude
4428,4428,40.601288044099995,-74.001187812
4429,4429,40.7617298647,-73.8295100486
4430,4430,40.7791622498,-73.9809410517
4431,4431,40.7816989073,-73.9757908247
4432,4432,40.702834363,-73.8082776552
4433,4433,40.7424210955,-73.98014199880001
4434,4434,40.7634097502,-73.9854309303
4435,4435,40.8521806491,-73.9311461037
4436,4436,40.741582395900004,-73.9031215385
4437,4437,40.642972040500005,-74.0724036981
4438,4438,40.797414243,-73.9695696505
4439,4439,40.6850099807,-73.9140188186
4440,4440,40.740941006999996,-73.9177718401
4441,4441,40.7325467761,-73.9971858098
4442,4442,40.7644015473,-73.9834743955
4443,4443,40.7022649347,-73.9427781135
4444,4444,40.7453669188,-73.9832964022
4445,4445,40.755156776999996,-73.9944742963
4446,4446,40.7420661348,-73.8815424747
4447,4447,40.747343092,-73.8887726608
4448,4448,40.7664115527,-73.9694608695
4449,4449,40.6253712107,-73.9177517909
4450,4450,40.7422389083,-73.9805205957
4451,4451,40.6365567428,-74.008152396
4452,4452,40.717353918600004,-73.9934316465
4453,4453,40.6104046949,-73.9816826418
4454,4454,40.7594674471,-73.9196387713
4455,4455,40.706102525,-73.8080920346
4456,4456,40.7480916836,-73.9757960361
4457,4457,40.7370228418,-73.99299047
4458,4458,40.7289879431,-73.9868832121
4459,4459,40.8618036499,-73.8989075158
4460,4460,40.682615117,-73.9624895581
4461,4461,40.7115892775,-73.7908759262
4462,4462,40.6004634791,-73.9912500514
4463,4463,40.7650179543,-73.98397333449999
4464,4464,40.6219051944,-73.9462270337
4465,4465,40.6822823254,-73.8360337117
4466,4466,40.745199565,-73.99806488819999
4467,4467,40.667231370500005,-73.9876114649
4468,4468,40.7613770335,-73.9821301307
4469,4469,40.6207537392,-73.9923080194
4470,4470,40.6826029042,-73.9793558862
4471,4471,40.7632359979,-73.8054196426
4472,4472,40.7707260981,-73.9597452905
4473,4473,40.5747666907,-74.11793452090001
4474,4474,40.7462093744,-73.9770561487
4475,4475,40.6683409175,-73.9843922867
4476,4476,40.7448581403,-73.9387503314
4477,4477,40.892989500300004,-73.8577387341
4478,4478,40.7083270774,-73.9434395192
4479,4479,40.5879629677,-73.9549478227
4480,4480,40.7474688633,-73.8687545211
4481,4481,40.6941539511,-73.9303634599
4482,4482,40.6421703349,-73.9792182667
4483,4483,40.873102606399996,-73.8888635362
4484,4484,40.7296506703,-73.9863924603
4485,4485,40.6111266291,-73.96271255069999
4486,4486,40.6131718813,-74.1219343228
4487,4487,40.7266163945,-73.8539818104
4488,4488,40.863124255100004,-73.92584320729999
4489,4489,40.7455628832,-73.9818487203
4490,4490,40.683875761399996,-73.8328162005
4491,4491,40.8361850004,-73.8602568364
4492,4492,40.6078538753,-73.9624052728
4493,4493,40.7899196759,-73.9754479914
4494,4494,40.6380357185,-73.9890848619
4495,4495,40.8358198246,-73.8480198874
4496,4496,40.880338913,-73.9042235808
4497,4497,40.7447386217,-73.9892296715
4498,4498,40.8787609171,-73.8658481654
4499,4499,40.7890042102,-73.9527522582
4500,4500,40.6356694383,-73.9774901986
4501,4501,40.6661623022,-73.9368628535
4502,4502,40.5793999707,-73.9748447946
4503,4503,40.5503378094,-74.15052123859999
4504,4504,40.678069382,-73.9980411617
4505,4505,40.7918770976,-73.9683631204
4506,4506,40.6128452413,-73.98282314
4507,4507,40.7108357926,-73.95779854439999
4508,4508,40.7371960404,-73.8808817977
4509,4509,40.7013112271,-73.92341500159999
4510,4510,40.664582653800004,-73.8414143836
4511,4511,40.840509760399996,-73.84127202100001
4512,4512,40.6124519077,-73.9631576185
4513,4513,40.7132408701,-73.8300989338
4514,4514,40.854642856,-73.8852375533
4515,4515,40.6323634039,-73.9840295556
4516,4516,40.6245144627,-73.9995632439
4517,4517,40.6436143288,-74.00101310560001
4518,4518,40.807333719,-73.9459702962
4519,4519,40.6179922977,-73.96073246590001
4520,4520,40.648719413,-73.9647394114
4521,4521,40.7473012533,-73.8634867937
4522,4522,40.7639177385,-73.9764514945
4523,4523,40.6521402753,-73.928886488
4524,4524,40.705524183200005,-73.9428323871
4525,4525,40.8596345165,-73.8932984154
4526,4526,40.863537008,-73.8997837596
4527,4527,40.7266368729,-73.9866070904
4528,4528,40.8054742729,-73.9409491179
4529,4529,40.7571631341,-73.8710632903
4530,4530,40.7429544874,-73.9948867933
4531,4531,40.74982231,-73.8691899268
4532,4532,40.6349332302,-73.9623382667
4533,4533,40.7399737799,-74.0079195662
4534,4534,40.836302546,-73.8566551177
4535,4535,40.7746808502,-73.9508340247
4536,4536,40.7630476278,-73.9155880577
4537,4537,40.7448568548,-73.9306418332
4538,4538,40.7963919388,-73.9707336954
4539,4539,40.778999924000004,-73.9777581008
4540,4540,40.7031312326,-73.9420921462
4541,4541,40.6915261786,-73.9789864935
4542,4542,40.7380877591,-73.99876201720001
4543,4543,40.7136307482,-73.8289656814
4544,4544,40.6196073292,-73.91915683170001
4545,4545,40.7694630167,-73.9670179673
4546,4546,40.590834568000005,-73.96938626810001
4547,4547,40.6918922846,-73.86337533220001
4548,4548,40.735810377600004,-73.7459370215
4549,4549,40.7817094204,-73.9459896944
